Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2917,Program Support Analyst,28896,59405.94,0.0,0.0,59405.94,12936.15,7813.93,4620.43,25370.51,84776.45
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5300,Sub-Professional Engineering,5362,Engineering Assistant,11184,33179.0,0.0,0.0,33179.0,0.0,6642.34,2645.09,9287.43,42466.43
Calendar,2015,4,Community Health,DPH,Public Health,351.0,Municipal Executive Association - Miscellaneous,0900,Management,0942,Manager VII,52282,184293.0,0.0,0.0,184293.0,37049.43,12424.5,18052.02,67525.95,251818.95
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,26840,79932.6,0.0,2437.92,82370.52,0.0,6976.96,6389.44,13366.4,95736.92
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,50069,69849.82,10084.21,10286.3,90220.33,15858.4,12354.32,7133.76,35346.48,125566.81
Calendar,2015,1,Public Protection,POL,Police,790.0,"SEIU - Miscellaneous, Local 1021",9200,Airport Operation,9209,Community Police Services Aide,14505,67385.59,7207.37,9695.46,84288.42,15131.8,12328.92,6749.84,34210.56,118498.98
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,250.0,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2706,Housekeeper/Food Service Clnr,24160,49679.0,0.0,4253.13,53932.13,12560.4,12424.5,4308.89,29293.79,83225.92
Calendar,2015,1,Public Protection,ADP,Adult Probation,651.0,Deputy Probation Officers' Association,8400,Probation & Parole,8444,Deputy Probation Officer,35931,99654.03,0.0,0.0,99654.03,22731.78,12424.5,244.22,35400.5,135054.53
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1636,Health Care Billing Clerk 2,10100,69490.05,6835.42,607.97,76933.44,14484.53,12105.28,6354.57,32944.38,109877.82
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5241,Engineer,36116,135421.01,0.0,5302.72,140723.73,28321.92,12424.51,10008.4,50754.83,191478.56
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5300,Sub-Professional Engineering,5382,"Stdntdsgntrain3, Arch/Eng/Plng",3230,8467.5,0.0,0.0,8467.5,0.0,1792.0,656.78,2448.78,10916.28
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6.0,"Electrical Workers, Local 6",7300,Journeyman Trade,7371,Electrical Transit System Mech,12815,84644.0,58950.24,14556.14,158150.38,19177.65,12424.52,10255.7,41857.87,200008.25
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,856.0,"Teamsters - Miscellaneous, Local 856",3300,Park & Zoo,3370,Animal Care Attendant,44674,58652.0,424.44,1627.58,60704.02,12152.48,12424.5,4939.04,29516.02,90220.04
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q002,Police Officer,13948,72462.94,5764.73,5832.22,84059.89,15608.3,9079.44,1359.53,26047.27,110107.16
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2931,"Marriage, Family & Child Cnslr",43273,84175.5,0.0,3463.49,87638.99,17531.24,11241.79,7246.37,36019.4,123658.39
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",3600,Library,3610,Library Assistant,169,61735.02,0.0,690.03,62425.05,12861.74,12424.5,5122.72,30408.96,92834.01
Calendar,2015,3,Human Welfare & Neighborhood Development,CHF,"Children, Youth & Their Families",790.0,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,37683,2999.75,0.0,0.0,2999.75,0.0,1378.34,232.68,1611.02,4610.77
Calendar,2015,4,Community Health,DPH,Public Health,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1600,"Payroll, Billing & Accounting",1654,Accountant III,25247,98157.02,0.0,0.0,98157.02,20230.58,12424.5,7655.44,40310.52,138467.54
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,856.0,"Teamsters - Miscellaneous, Local 856",3300,Park & Zoo,3370,Animal Care Attendant,34830,25041.19,0.0,1340.98,26382.17,5792.37,5337.34,2177.39,13307.1,39689.27
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5260,Architectural Assistant 1,31857,79551.02,1686.29,0.0,81237.31,16395.96,12424.5,6455.13,35275.59,116512.9
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q002,Police Officer,25476,117823.46,57846.35,8252.04,183921.85,23326.8,12424.5,476.68,36227.98,220149.83
Calendar,2015,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,39.0,"Stationary Engineers, Local 39",7300,Journeyman Trade,7372,"Stationary Eng, Sewage Plant",10141,73312.68,2602.97,4361.92,80277.57,15533.5,9700.38,6669.66,31903.54,112181.11
Calendar,2015,2,"Public Works, Transportation & Commerce",PRT,Port,351.0,Municipal Executive Association - Miscellaneous,0900,Management,0923,Manager II,24546,128129.07,0.0,0.0,128129.07,25766.03,12424.5,17159.09,55349.62,183478.69
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q002,Police Officer,10616,107789.19,25657.55,10384.84,143831.58,21439.76,11886.91,2396.3,35722.97,179554.55
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q002,Police Officer,154,73161.3,1827.82,4846.61,79835.73,14876.31,11229.83,4326.97,30433.11,110268.84
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",6300,Construction Inspection,6318,Construction Inspector,11872,101531.04,1752.59,2580.95,105864.58,21331.43,12424.51,8691.26,42447.2,148311.78
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3208,Pool Lifeguard,38384,2541.7,0.0,36.64,2578.34,0.0,845.23,200.06,1045.29,3623.63
Calendar,2015,1,Public Protection,POL,Police,22.0,"Prof & Tech Engineers - Personnel, Local 21",1200,Personnel,1231,EEO Senior Specialist,48717,112413.82,0.0,0.0,112413.82,22898.98,12424.5,9037.15,44360.63,156774.45
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,25072,115026.41,10326.54,16961.39,142314.34,24175.95,10503.78,10092.05,44771.78,187086.12
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",3600,Library,3630,Librarian 1,46285,76139.13,0.0,561.6,76700.73,15804.74,11182.06,6249.12,33235.92,109936.65
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,31797,124331.85,586.69,12705.94,137624.48,23514.98,11057.81,7792.96,42365.75,179990.23
Calendar,2015,3,Human Welfare & Neighborhood Development,CSS,Child Support Services,790.0,"SEIU - Miscellaneous, Local 1021",8100,Legal & Court,8158,Child Support Officer II,12561,77349.9,0.0,0.0,77349.9,15926.4,12287.95,6091.7,34306.05,111655.95
Calendar,2015,6,General Administration & Finance,CPC,City Planning,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5275,Planner Technician,44091,63903.31,0.0,0.0,63903.31,13167.91,12393.15,5037.45,30598.51,94501.82
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5300,Sub-Professional Engineering,5380,"Stdntdsgntrain1, Arch/Eng/Plng",3231,26490.35,0.0,0.0,26490.35,0.0,6236.16,2055.8,8291.96,34782.31
Calendar,2015,4,Community Health,DPH,Public Health,351.0,Municipal Executive Association - Miscellaneous,0900,Management,0941,Manager VI,5034,170335.05,0.0,0.0,170335.05,34279.73,12424.5,19022.34,65726.57,236061.62
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,351.0,Municipal Executive Association - Miscellaneous,0900,Management,3486,Watershed Forester,29192,104838.9,0.0,0.0,104838.9,21571.03,12370.74,16260.95,50202.72,155041.62
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5211,Eng/Arch/Landscape Arch Sr,5875,144372.05,0.0,24560.4,168932.45,32266.18,11468.76,10635.11,54370.05,223302.5
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2400,"Lab, Pharmacy & Med Techs",2424,X-Ray Laboratory Aide,50150,52310.08,2330.29,5142.11,59782.48,7523.06,11632.57,4733.28,23888.91,83671.39
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790.0,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,43767,56531.0,1228.55,982.8,58742.35,12680.14,12424.5,4720.47,29825.11,88567.46
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,236.0,"Carpenters, Local 22",7300,Journeyman Trade,7344,Carpenter,36903,86663.01,8209.96,4305.0,99177.97,18749.23,12424.5,7769.95,38943.68,138121.65
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,16966,53135.25,20.41,1076.03,54231.69,11206.99,11733.63,4505.72,27446.34,81678.03
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5300,Sub-Professional Engineering,5381,Stdntdsgn Train2/Arch/Eng/Plng,4994,30061.01,0.0,0.0,30061.01,0.0,6594.54,2332.63,8927.17,38988.18
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,11252,44892.4,1111.22,1847.8,47851.42,10580.43,12137.78,3786.17,26504.38,74355.8
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,42064,5926.83,0.0,29.94,5956.77,0.0,2989.65,461.75,3451.4,9408.17
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9924,PS Aide Health Services,5157,11284.83,0.0,0.0,11284.83,0.0,3688.52,929.43,4617.95,15902.78
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters Unit 1, Local 798",H000,Fire Services,H008,EMT Paramedic,9666,2369.81,0.0,0.0,2369.81,0.0,328.54,183.93,512.47,2882.28
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,51691,113233.59,10848.63,15328.81,139411.03,24863.3,15196.12,1401.25,41460.67,180871.7
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,3.0,"Operating Engineers - Miscellaneous, Local 3",7300,Journeyman Trade,7328,"Operating Engineer, Universal",9805,78332.4,6020.86,60.0,84413.26,12883.17,10298.01,6586.27,29767.45,114180.71
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,12574,7374.66,0.0,250.0,7624.66,2113.01,1466.57,721.52,4301.1,11925.76
Calendar,2015,6,General Administration & Finance,CAT,City Attorney,311.0,Municipal Attorneys' Association,8100,Legal & Court,8177,Attorney (Civil/Criminal),31796,184289.06,0.0,5248.28,189537.34,38144.37,12424.5,11010.14,61579.01,251116.35
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1044,IS Engineer-Principal,6705,126603.5,0.0,0.0,126603.5,25449.77,12424.5,9926.95,47801.22,174404.72
Calendar,2015,2,"Public Works, Transportation & Commerce",ECN,Economic and Workforce Development,790.0,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1822,Administrative Analyst,32498,87531.02,0.0,0.0,87531.02,18040.64,12424.5,6885.99,37351.13,124882.15
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,51507,68504.86,32484.48,4117.55,105106.89,19904.46,13502.56,8015.28,41422.3,146529.19
Calendar,2015,1,Public Protection,POL,Police,790.0,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1220,Payroll Clerk,24823,0.0,0.0,26.4,26.4,0.0,0.0,2.02,2.02,28.42
Calendar,2015,4,Community Health,DPH,Public Health,858.0,"Teamsters - Supervising Nurses, Local 856",2300,Nursing,2322,Nurse Manager,42700,174939.14,0.0,733.73,175672.87,36174.77,11345.0,7624.68,55144.45,230817.32
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,27598,24097.84,23.8,1278.75,25400.39,5619.99,6275.45,2048.89,13944.33,39344.72
Calendar,2015,5,Culture & Recreation,WAR,War Memorial,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1823,Senior Administrative Analyst,22224,99373.52,0.0,0.0,99373.52,20437.08,12424.5,8117.97,40979.55,140353.07
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,1.0,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,4402,20527.4,0.0,619.89,21147.29,1402.42,8840.51,1639.53,11882.46,33029.75
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2916,Social Work Specialist,48771,61574.07,0.0,0.0,61574.07,13160.93,9017.5,4643.12,26821.55,88395.62
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,29905,3311.7,0.0,0.0,3311.7,170.95,250.88,1843.52,2265.35,5577.05
Calendar,2015,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,39.0,"Stationary Engineers, Local 39",7300,Journeyman Trade,7373,"Sr Stationary Eng, Sew Plant",23571,106090.05,10329.4,3925.69,120345.14,22401.79,12424.5,9613.64,44439.93,164785.07
Calendar,2015,5,Culture & Recreation,LIB,Public Library,39.0,"Stationary Engineers, Local 39",7300,Journeyman Trade,7334,Stationary Engineer,9902,85004.0,7387.07,1963.11,94354.18,17545.17,12424.5,7368.13,37337.8,131691.98
Calendar,2015,1,Public Protection,ECD,Department of Emergency Management,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8238,Public Safetycomm Disp,19721,93681.01,5869.98,11846.75,111397.74,21127.07,12424.5,8826.89,42378.46,153776.2
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,22.0,"Prof & Tech Engineers - Personnel, Local 21",1200,Personnel,1203,Personnel Technician,23037,13965.01,0.0,0.0,13965.01,3132.35,2389.33,1108.82,6630.5,20595.51
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1632,Senior Account Clerk,32714,67261.04,72.31,0.0,67333.35,13862.82,12424.5,5405.45,31692.77,99026.12
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,790.0,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,30529,56531.01,2865.56,1298.06,60694.63,11848.42,12424.5,4765.52,29038.44,89733.07
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,25451,857.5,0.0,20.09,877.59,0.0,418.13,68.11,486.24,1363.83
Calendar,2015,6,General Administration & Finance,REG,Elections,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1402,Junior Clerk,2252,1503.97,688.9,0.0,2192.87,0.0,445.01,170.2,615.21,2808.08
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5207,Assoc Engineer,43481,115889.71,0.0,4671.85,120561.56,24243.65,12424.49,9631.94,46300.08,166861.64
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3264,Camp Assistant,15421,5953.16,62.09,190.08,6205.33,0.0,2783.56,481.26,3264.82,9470.15
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",3600,Library,3610,Library Assistant,4687,29673.96,0.0,818.18,30492.14,6302.1,5980.25,2527.89,14810.24,45302.38
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790.0,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,17584,56531.0,0.0,5653.73,62184.73,12663.95,12424.5,5135.24,30223.69,92408.42
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,50829,42676.84,4939.95,1365.59,48982.38,11444.47,13123.97,3713.59,28282.03,77264.41
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200.0,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,3024,47758.2,0.0,21909.51,69667.71,11767.73,6546.76,5651.72,23966.21,93633.92
Calendar,2015,6,General Administration & Finance,HRD,Human Resources,22.0,"Prof & Tech Engineers - Personnel, Local 21",1200,Personnel,1244,Senior Personnel Analyst,31551,98515.5,0.0,0.0,98515.5,20267.98,12424.5,7877.16,40569.64,139085.14
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,19624,16061.5,0.0,0.0,16061.5,0.0,4348.58,1243.48,5592.06,21653.56
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,6.0,"Electrical Workers, Local 6",7300,Journeyman Trade,7318,Electronic Maintenance Tech,50289,28142.0,1140.75,0.0,29282.75,5237.22,3345.06,2276.36,10858.64,40141.39
Calendar,2015,1,Public Protection,CRT,Superior Court,792.0,"SEIU - Court Employees, Local 1021",SCRT,SF Superior Court,430C,Deputy Court Clerk III,42103,88296.02,0.0,5362.78,93658.8,18417.67,12424.5,7772.76,38614.93,132273.73
