Organization Group,Department,Job Family,Job,Salary,Overtime,Benefits,Total Compensation
Public Protection,Police,Police Services,Police Officer 3,142716.0,14994.0,43789.0,201498.0
Public Protection,Police,Police Services,Police Officer 3,139950.0,36204.0,44349.0,220504.0
Public Protection,Police,Police Services,Police Officer 3,47502.0,0.0,3687.0,51189.0
Public Protection,Police,Police Services,Police Officer 3,133348.0,16075.0,43092.0,192515.0
Public Protection,Police,Police Services,Police Officer 3,134324.0,32396.0,44608.0,211327.0
Public Protection,Police,Police Services,Police Officer 3,141020.0,96407.0,45254.0,282682.0
Public Protection,Police,Police Services,Police Officer 3,139853.0,19555.0,43883.0,203291.0
Public Protection,Police,Police Services,Police Officer 3,61992.0,0.0,19808.0,81800.0
Public Protection,Police,Police Services,Police Officer 3,136077.0,104657.0,46137.0,286871.0
Public Protection,Police,Police Services,Police Officer 3,138087.0,15559.0,43809.0,197455.0
Public Protection,Police,Police Services,Police Officer 3,138130.0,15310.0,44191.0,197631.0
Public Protection,Police,Police Services,Police Officer 3,170985.0,41130.0,46812.0,258927.0
Public Protection,Police,Police Services,Police Officer 3,139874.0,83312.0,45299.0,268484.0
Public Protection,Police,Police Services,Police Officer 3,143034.0,84763.0,45880.0,273678.0
Public Protection,Police,Police Services,Police Officer 3,134469.0,75691.0,44722.0,254881.0
Public Protection,Police,Police Services,Police Officer 3,139923.0,57128.0,44537.0,241588.0
Public Protection,Police,Police Services,Police Officer 3,134696.0,99123.0,45105.0,278924.0
Public Protection,Police,Police Services,Police Officer 3,47888.0,0.0,3717.0,51605.0
Public Protection,Police,Police Services,Police Officer 3,139726.0,36496.0,44543.0,220765.0
Public Protection,Police,Police Services,Police Officer 3,133443.0,0.0,43390.0,176833.0
Public Protection,Police,Police Services,Police Officer 3,124391.0,22060.0,42541.0,188993.0
Public Protection,Police,Police Services,Police Officer 3,136885.0,28620.0,43953.0,209458.0
Public Protection,Police,Police Services,Police Officer 3,136287.0,23035.0,43458.0,202779.0
Public Protection,Police,Police Services,Police Officer 3,136595.0,16500.0,44383.0,197478.0
Public Protection,Police,Police Services,Police Officer 3,135589.0,34073.0,44093.0,213756.0
Public Protection,Police,Police Services,Police Officer 3,132436.0,23666.0,44059.0,200161.0
Public Protection,Police,Police Services,Police Officer 3,139901.0,406.0,44065.0,184372.0
Public Protection,Police,Police Services,Police Officer 3,135669.0,55690.0,44925.0,236285.0
Public Protection,Police,Police Services,Police Officer 3,123288.0,13848.0,39473.0,176608.0
Public Protection,Police,Police Services,Police Officer 3,46357.0,0.0,3640.0,49996.0
Public Protection,Police,Police Services,Police Officer 3,138422.0,41081.0,43985.0,223489.0
Public Protection,Police,Police Services,Police Officer 3,141498.0,47583.0,44243.0,233325.0
Public Protection,Police,Police Services,Police Officer 3,140064.0,18014.0,43860.0,201938.0
Public Protection,Police,Police Services,Police Officer 3,135212.0,21742.0,45981.0,202935.0
Public Protection,Police,Police Services,Police Officer 3,107764.0,31088.0,39324.0,178176.0
Public Protection,Police,Police Services,Police Officer 3,136645.0,60466.0,44517.0,241629.0
Public Protection,Police,Police Services,Police Officer 3,14473.0,0.0,1123.0,15597.0
Public Protection,Police,Police Services,Police Officer 3,145260.0,8729.0,44073.0,198063.0
Public Protection,Police,Police Services,Police Officer 3,135243.0,6861.0,43945.0,186049.0
Public Protection,Police,Police Services,Police Officer 3,148999.0,69347.0,45182.0,263528.0
Public Protection,Police,Police Services,Police Officer 3,136550.0,69386.0,44963.0,250899.0
Public Protection,Police,Police Services,Police Officer 3,144960.0,93056.0,45181.0,283197.0
Public Protection,Police,Police Services,Police Officer 3,142096.0,44187.0,44301.0,230584.0
Public Protection,Police,Police Services,Police Officer 3,134930.0,45369.0,44099.0,224398.0
Public Protection,Police,Police Services,Police Officer 3,141575.0,28846.0,44102.0,214522.0
Public Protection,Police,Police Services,Police Officer 3,46798.0,0.0,3673.0,50471.0
Public Protection,Police,Police Services,Police Officer 3,137156.0,32629.0,44101.0,213887.0
Public Protection,Police,Police Services,Police Officer 3,142657.0,5429.0,44166.0,192252.0
Public Protection,Police,Police Services,Police Officer 3,136042.0,21287.0,44324.0,201653.0
Public Protection,Police,Police Services,Police Officer 3,139900.0,49757.0,44402.0,234060.0
Public Protection,Police,Police Services,Police Officer 3,138115.0,21648.0,44241.0,204004.0
Public Protection,Police,Police Services,Police Officer 3,134376.0,1920.0,41977.0,178273.0
Public Protection,Police,Police Services,Police Officer 3,141487.0,7912.0,43950.0,193350.0
Public Protection,Police,Police Services,Police Officer 3,136097.0,46785.0,44819.0,227700.0
Public Protection,Police,Police Services,Police Officer 3,35910.0,0.0,2787.0,38697.0
Public Protection,Police,Police Services,Police Officer 3,133383.0,101843.0,45213.0,280439.0
Public Protection,Police,Police Services,Police Officer 3,133744.0,11971.0,43799.0,189515.0
Public Protection,Police,Police Services,Police Officer 3,45426.0,0.0,3526.0,48952.0
Public Protection,Police,Police Services,Police Officer 3,134387.0,9136.0,42705.0,186228.0
Public Protection,Police,Police Services,Police Officer 3,151938.0,37854.0,44540.0,234333.0
Public Protection,Police,Police Services,Police Officer 3,136222.0,29540.0,43932.0,209695.0
Public Protection,Police,Police Services,Police Officer 3,137541.0,54806.0,44444.0,236791.0
Public Protection,Police,Police Services,Police Officer 3,138019.0,34289.0,43687.0,215996.0
Public Protection,Police,Police Services,Police Officer 3,134283.0,2168.0,42289.0,178739.0
Public Protection,Police,Police Services,Police Officer 3,117687.0,0.0,38464.0,156151.0
Public Protection,Police,Police Services,Police Officer 3,141887.0,22729.0,43921.0,208537.0
Public Protection,Police,Police Services,Police Officer 3,139176.0,27908.0,44008.0,211092.0
Public Protection,Police,Police Services,Police Officer 3,46452.0,0.0,3605.0,50057.0
Public Protection,Police,Police Services,Police Officer 3,135494.0,37760.0,44093.0,217347.0
Public Protection,Police,Police Services,Police Officer 3,138566.0,56482.0,44451.0,239499.0
Public Protection,Police,Police Services,Police Officer 3,138520.0,7299.0,43628.0,189447.0
Public Protection,Police,Police Services,Police Officer 3,133400.0,0.0,43397.0,176797.0
Public Protection,Police,Police Services,Police Officer 3,133950.0,29797.0,44982.0,208729.0
Public Protection,Police,Police Services,Police Officer 3,45009.0,0.0,3493.0,48503.0
Public Protection,Police,Police Services,Police Officer 3,134767.0,16735.0,44208.0,195709.0
Public Protection,Police,Police Services,Police Officer 3,136608.0,46343.0,44292.0,227243.0
Public Protection,Police,Police Services,Police Officer 3,61950.0,0.0,4808.0,66758.0
Public Protection,Police,Police Services,Police Officer 3,138583.0,9542.0,43729.0,191854.0
Public Protection,Police,Police Services,Police Officer 3,143077.0,8764.0,43720.0,195561.0
Public Protection,Police,Police Services,Police Officer 3,137312.0,9707.0,43683.0,190702.0
Public Protection,Police,Police Services,Police Officer 3,134118.0,24117.0,42505.0,200741.0
Public Protection,Police,Police Services,Police Officer 3,165994.0,30121.0,47615.0,243730.0
Public Protection,Police,Police Services,Police Officer 3,133418.0,15399.0,43606.0,192423.0
Public Protection,Police,Police Services,Police Officer 3,135647.0,38070.0,44137.0,217854.0
Public Protection,Police,Police Services,Police Officer 3,152091.0,9990.0,57775.0,219856.0
Public Protection,Police,Police Services,Police Officer 3,161383.0,39824.0,45135.0,246342.0
Public Protection,Police,Police Services,Police Officer 3,136531.0,19345.0,43795.0,199671.0
Public Protection,Police,Police Services,Police Officer 3,137875.0,11391.0,43704.0,192970.0
Public Protection,Police,Police Services,Police Officer 3,136042.0,195.0,42629.0,178866.0
Public Protection,Police,Police Services,Police Officer 3,128072.0,0.0,40084.0,168155.0
Public Protection,Police,Police Services,Police Officer 3,138960.0,9456.0,43665.0,192081.0
Public Protection,Police,Police Services,Police Officer 3,138899.0,7105.0,43698.0,189702.0
Public Protection,Police,Police Services,Police Officer 3,129373.0,1280.0,41696.0,172349.0
Public Protection,Police,Police Services,Police Officer 3,139331.0,56651.0,44465.0,240447.0
Public Protection,Police,Police Services,Police Officer 3,135062.0,5059.0,43297.0,183419.0
Public Protection,Police,Police Services,Police Officer 3,142679.0,62360.0,45095.0,250134.0
Public Protection,Police,Police Services,Police Officer 3,133660.0,32571.0,43901.0,210132.0
Public Protection,Police,Police Services,Police Officer 3,139814.0,17705.0,44714.0,202233.0
Public Protection,Police,Police Services,Police Officer 3,139609.0,58810.0,44469.0,242888.0
Public Protection,Police,Police Services,Police Officer 3,138201.0,40327.0,43956.0,222485.0
Public Protection,Police,Police Services,Police Officer 3,133348.0,53244.0,44350.0,230942.0
Public Protection,Police,Police Services,Police Officer 3,135625.0,11166.0,42620.0,189412.0
Public Protection,Police,Police Services,Police Officer 3,144499.0,58508.0,45210.0,248217.0
Public Protection,Police,Police Services,Police Officer 3,133396.0,31941.0,28073.0,193410.0
Public Protection,Police,Police Services,Police Officer 3,133696.0,34641.0,44009.0,212347.0
Public Protection,Police,Police Services,Police Officer 3,136580.0,46478.0,44803.0,227860.0
Public Protection,Police,Police Services,Police Officer 3,139421.0,3405.0,46311.0,189136.0
Public Protection,Police,Police Services,Police Officer 3,145231.0,50930.0,44503.0,240665.0
Public Protection,Police,Police Services,Police Officer 3,135062.0,21570.0,43846.0,200479.0
Public Protection,Police,Police Services,Police Officer 3,152694.0,32054.0,44315.0,229063.0
Public Protection,Police,Police Services,Police Officer 3,133396.0,0.0,41351.0,174747.0
Public Protection,Police,Police Services,Police Officer 3,136723.0,9722.0,43648.0,190092.0
Public Protection,Police,Police Services,Police Officer 3,46369.0,0.0,3599.0,49968.0
Public Protection,Police,Police Services,Police Officer 3,146973.0,57964.0,44823.0,249760.0
Public Protection,Police,Police Services,Police Officer 3,122303.0,3945.0,42161.0,168409.0
Public Protection,Police,Police Services,Police Officer 3,134167.0,34722.0,43239.0,212128.0
Public Protection,Police,Police Services,Police Officer 3,157293.0,19889.0,44444.0,221626.0
Public Protection,Police,Police Services,Police Officer 3,136770.0,12092.0,43780.0,192642.0
Public Protection,Police,Police Services,Police Officer 3,143123.0,18829.0,44019.0,205972.0
Public Protection,Police,Police Services,Police Officer 3,153641.0,3100.0,46028.0,202769.0
Public Protection,Police,Police Services,Police Officer 3,138071.0,84490.0,44893.0,267453.0
Public Protection,Police,Police Services,Police Officer 3,47087.0,0.0,3655.0,50742.0
Public Protection,Police,Police Services,Police Officer 3,48954.0,0.0,3800.0,52754.0
Public Protection,Police,Police Services,Police Officer 3,145237.0,51830.0,45100.0,242166.0
Public Protection,Police,Police Services,Police Officer 3,144832.0,95146.0,45700.0,285678.0
Public Protection,Police,Police Services,Police Officer 3,145173.0,7169.0,44858.0,197200.0
Public Protection,Police,Police Services,Police Officer 3,133103.0,8854.0,43771.0,185728.0
Public Protection,Police,Police Services,Police Officer 3,143866.0,12580.0,43690.0,200136.0
Public Protection,Police,Police Services,Police Officer 3,137098.0,27761.0,44065.0,208924.0
Public Protection,Police,Police Services,Police Officer 3,134723.0,19298.0,44652.0,198673.0
Public Protection,Police,Police Services,Police Officer 3,138670.0,26724.0,44437.0,209832.0
Public Protection,Police,Police Services,Police Officer 3,136264.0,27153.0,44521.0,207938.0
Public Protection,Police,Police Services,Police Officer 3,139315.0,11211.0,43706.0,194232.0
Public Protection,Police,Police Services,Police Officer 3,141029.0,76591.0,45469.0,263089.0
Public Protection,Police,Police Services,Police Officer 3,136492.0,90109.0,44992.0,271593.0
Public Protection,Police,Police Services,Police Officer 3,136531.0,4153.0,43596.0,184280.0
Public Protection,Police,Police Services,Police Officer 3,135265.0,14128.0,43732.0,193125.0
Public Protection,Police,Police Services,Police Officer 3,134471.0,58158.0,44500.0,237129.0
Public Protection,Police,Police Services,Police Officer 3,134985.0,2123.0,41813.0,178921.0
Public Protection,Police,Police Services,Police Officer 3,137726.0,2970.0,44071.0,184766.0
Public Protection,Police,Police Services,Police Officer 3,137675.0,20097.0,43942.0,201715.0
Public Protection,Police,Police Services,Police Officer 3,138128.0,6314.0,44174.0,188616.0
Public Protection,Police,Police Services,Police Officer 3,133346.0,15995.0,43622.0,192964.0
Public Protection,Police,Police Services,Police Officer 3,137369.0,1909.0,44159.0,183437.0
Public Protection,Police,Police Services,Police Officer 3,136706.0,33020.0,44718.0,214444.0
Public Protection,Police,Police Services,Police Officer 3,148013.0,47935.0,45052.0,241001.0
Public Protection,Police,Police Services,Police Officer 3,146114.0,18576.0,44475.0,209166.0
Public Protection,Police,Police Services,Police Officer 3,140102.0,29352.0,44645.0,214099.0
Public Protection,Police,Police Services,Police Officer 3,143512.0,26411.0,44532.0,214456.0
Public Protection,Police,Police Services,Police Officer 3,160455.0,19718.0,30374.0,210547.0
Public Protection,Police,Police Services,Police Officer 3,133912.0,53850.0,44414.0,232175.0
Public Protection,Police,Police Services,Police Officer 3,145522.0,4987.0,44448.0,194957.0
Public Protection,Police,Police Services,Police Officer 3,133916.0,11946.0,43666.0,189527.0
Public Protection,Police,Police Services,Police Officer 3,132955.0,40316.0,44109.0,217381.0
Public Protection,Police,Police Services,Police Officer 3,140621.0,47824.0,44859.0,233304.0
Public Protection,Police,Police Services,Police Officer 3,135789.0,16320.0,44411.0,196521.0
Public Protection,Police,Police Services,Police Officer 3,136523.0,18829.0,43792.0,199144.0
Public Protection,Police,Police Services,Police Officer 3,144915.0,21049.0,46663.0,212628.0
Public Protection,Police,Police Services,Police Officer 3,154518.0,34992.0,48010.0,237520.0
Public Protection,Police,Police Services,Police Officer 3,139679.0,9729.0,44350.0,193758.0
